id	1h_vs_ud|IB	30m_vs_ud|IB	1h_vs_ud|IB2	30m_vs_ud|IB2	1h_vs_ud|KR	30m_vs_ud|KR	1d_vs_ud|IB	6h_vs_ud|IB	1d_vs_ud|IB2	6h_vs_ud|IB2	1d_vs_ud|KR	6h_vs_ud|KR	logFC	AveExpr	t	P.Value	adj.P.Val	B
1002	0.10841835135914	0.0653939302570162	NA	NA	0.888879522950302	NA	0.17720087845084	-0.343529931242106	NA	NA	0.218211942174329	NA	-0.842178868396828	0.185762448991587	-2.66375437789451	0.0414909103273549	0.44947416957975	-3.43715286958283
4487	NA	-0.0719819999233526	-0.042682254016406	NA	0.023193835968838	NA	NA	-0.796457809842067	-0.39284299590768	NA	-0.14238620261665	NA	-0.611633229872646	-0.237192904389553	-2.6635445396091	0.0415018347663221	0.44947416957975	-3.43735340322403
1766	-0.587658255621356	-0.257567207755959	-0.620661654745717	-0.541389682474623	-1.7417730205316	0.16139434638867	-0.298444875647346	0.0350770704146522	-0.342157212560213	0.030839795980366	0.274137417393787	0.677463461976933	0.947579779543378	-0.267561651431867	2.49331452654341	0.0292063084139697	0.445508090068498	-3.43891873970827
6515	0.434256296530256	-0.26712583450496	NA	NA	-0.302362028221976	NA	-0.200967132947573	-0.810251471518565	NA	NA	-0.384973775191971	NA	-0.876198605672705	-0.255237324309131	-2.66068540895773	0.0416509963361453	0.44947416957975	-3.44008650417794
1081	-0.906244736166771	-0.73438401501451	-0.52205036666193	NA	NA	NA	-0.330342863189626	0.155774194721816	-0.353004845157642	NA	NA	NA	0.785398985384022	-0.44837543857811	2.65717836543172	0.041834755290084	0.44947416957975	-3.44344086323564
6276	-0.126750235598277	0.0465268810941001	NA	NA	-0.800332385981671	NA	0.335707598411494	0.762830270383826	NA	NA	1.33046421318383	NA	1.2263715811738	0.258074390248883	2.6331475044619	0.0431178259715189	0.44947416957975	-3.46648158235113
3140	NA	-0.260180491367156	NA	-0.282861808096087	-0.500116413172443	-0.193204949562612	NA	0.43170378599762	NA	-0.103227322268641	0.204357520339794	0.220254535749764	0.623148584389542	-0.06040939279747	2.47409176562944	0.0408485327830251	0.44947416957975	-3.5072398583712
2173	NA	0.351258040110748	NA	0.192491333773229	-0.49789178624112	-0.190720388157538	NA	-0.0265846261206972	NA	0.447293046563678	-0.0715641124421719	0.121002919160798	0.59352832851223	0.0406605533308658	2.47290266183384	0.0409215958651918	0.44947416957975	-3.50864611781704
165	-3.42658446038838	-5.07635537315365	-4.49309875764804	-4.72160770014668	-3.83809774207969	-4.90223387472479	-3.60970767185793	-4.80645430689083	-3.70938741599418	-4.00940211859378	-3.57910376151861	-4.31374763955068	-0.955913342708647	-4.20714840187894	-2.44034226666186	0.0321237994107097	0.445508090068498	-3.52123376530191
146	-3.69667090045936	-3.2834571991337	-3.4036089436742	-4.44783441658671	-3.32057056704552	-4.01195374488796	-3.78867041145246	-3.62131764618072	-2.86085108155637	-4.05134822806042	-3.53702142354441	-4.59231632545879	-0.927791946388326	-3.71796840733672	-2.36150269142763	0.0369959208375731	0.446640150917442	-3.64294731771501
1565	-0.500178137832553	-0.251373123946508	-0.47262559451948	-0.33649263051999	-1.10915765109142	0.0350426033970699	-0.255401935546042	0.199405456807301	-0.0195469442856414	0.00466405564891641	-7.8504000999357e-05	0.274818537213967	0.588871365570297	-0.202576989056281	2.35082922879794	0.0377080705425304	0.446640150917442	-3.65934444663233
186	-3.97081303375778	-4.41586912338244	-4.84996353453509	-4.29660925281623	-3.29001226501864	-4.96926193390247	-4.14047487283266	-3.80762883930736	-2.74260062176145	-4.36603113509978	-4.07311177542238	-4.93900149992579	-1.01327122383717	-4.15511482398017	-2.33823184256964	0.0385655974160704	0.448763315387001	-3.67867078197981
5597	-0.31136351140155	0.00374235445038177	-1.07026248403086	0.224363681989164	-0.551642449020997	-0.140987911747953	-0.296609243372346	0.327539516260564	-0.717935936961978	0.981734621492648	-0.153664654396374	-0.0714649684192036	0.687126709071683	-0.148045915429875	2.33076398484465	0.039082783765977	0.44947416957975	-3.69011386126438
1702	-1.22465360659625	-0.709031381341152	-0.430405990864918	-0.435485173613357	-0.891272841509027	-0.245757968990633	0.169510651334163	1.2707463907006	0.189455060170902	0.283545570399755	-0.0653635566584889	0.281532369946409	1.01442165832268	-0.150598373085166	2.30075691374311	0.0412289893022191	0.44947416957975	-3.73598749401863
