id	1h_vs_ud|IB	1d_vs_ud|IB	30m_vs_ud|IB	6h_vs_ud|IB	1h_vs_ud|IB2	1d_vs_ud|IB2	30m_vs_ud|IB2	6h_vs_ud|IB2	1h_vs_ud|KR	1d_vs_ud|KR	30m_vs_ud|KR	6h_vs_ud|KR	logFC	AveExpr	t	P.Value	adj.P.Val	B
2385_2	0.912013286852022	0.0153168838543356	NA	NA	1.05902735192077	0.048209709616271	0.725252779767644	-0.101767293852972	NA	NA	NA	NA	-1.08728761323937	0.443008786359678	-3.98005520160218	0.00778924507634649	0.0854241970780525	-2.07827363351211
7815	-0.792951296983625	-0.115127154067273	-0.751011207390763	0.291582361275629	-0.2621672710213	-0.738666356070487	-0.130315694625244	0.635055103256188	-0.327407620324668	-0.207636124994843	-0.101199609383532	0.134250994755538	0.814471549205649	-0.197132822964532	3.53122309254734	0.00423762929143933	0.0606963502184417	-2.10298214338261
6783	0.780757218322704	-0.348791650454743	0.156687679520361	-0.22426629226374	0.187035615913734	-0.0356908317814478	0.633137739618569	-0.584571031279344	0.900683837425886	-1.00401031058497	0.0596462451696755	-0.133968268395547	-0.937094087866985	0.0322208292675953	-3.53119125075801	0.00423787547152072	0.0606963502184417	-2.10303926831225
6634	1.17998451802394	0.456127128400998	1.67058410051506	0.78997306350804	1.44660127746673	0.416754393378515	1.57159816422922	0.565471040185007	1.37419529819343	0.318237406164767	1.56261320807535	0.735460034281299	-0.636625651903253	1.00729996936853	-3.5287423230778	0.00425685280635064	0.0606963502184417	-2.10743280336855
3086	-0.64434709937004	-0.221620905037641	-0.852143901674887	0.28735170486774	-0.32972752335545	-0.109126970157886	-0.698852112539996	0.0286858103516231	-0.954968934106213	0.634036050007619	-0.94847278464471	0.0814871974030174	0.775522756484694	-0.310641622354735	3.52139987880726	0.0043142728477751	0.0608527575840426	-2.12060679531691
101	0.435464256135214	-0.942567746144153	0.150812817304546	-0.852009838234938	0.0574014121835927	-0.139117268759551	-1.20097879962257	-1.32781253931606	-0.208423937383311	-0.587485801210222	-0.188349363576761	-0.958422201535673	-1.14089543667406	-0.480124084179991	-3.51288298135485	0.00438186881024559	0.0609552418742787	-2.13589015949021
2524_2	1.33069997140527	0.182676571233547	0.682753601286492	0.871778711679403	1.33660864031535	0.460106007385787	0.842788619834119	0.223305653725452	1.31892173473498	-0.0917190986316032	1.13055759756016	0.584188537365733	-0.76898581456167	0.739388878991224	-3.51170078294723	0.00439133660449241	0.0609552418742787	-2.13801176250638
5919	0.727709765567687	0.259498472032919	NA	NA	1.01102058953771	0.0870966085981644	NA	NA	0.980700191113576	0.207845157996215	0.709854752349186	0.00305937025349497	-0.903417478486162	0.498348113431119	-3.64454142460775	0.00682865587178105	0.078560849944719	-2.14398784278063
835	0.233034632269456	-0.511071501974197	0.166441058783536	-0.22734878107691	0.474727811466398	-0.616300437394306	0.45824246475687	-0.605109743932088	0.32037941257835	-0.745940536002429	0.178586734394628	0.0922112909598221	-0.589463030121127	-0.0651789662642392	-3.4894010380871	0.0045738897116775	0.0630715318136582	-2.17803911237679
942	-0.74412831217084	-0.121853115374152	-0.331965052835881	0.348809481823658	-0.35120750606168	-0.204146102992753	-0.622178208570666	0.369537923517568	-0.108479701258308	-0.43814812545609	-0.306771227131775	-0.0396901127423373	0.627490937363239	-0.212518338271105	3.4798300587956	0.00465459731294373	0.0637649409668631	-2.19522293907008
575	0.814160240576838	0.726082895921732	-0.31018098167619	-0.0131940393639312	1.05512280928284	0.287635743779581	0.459129856652033	0.559073288462782	1.21857074615796	0.926200382902976	0.269802201232183	-0.174928806754841	-0.905634451224542	0.48478952809783	-3.47009147035255	0.00473820899889326	0.0644888705303914	-2.21271009599444
7019	1.18228051786849	0.115919197150866	2.46193331537122	0.170009710348494	1.37154308380179	0.275276376534729	1.9835270619585	0.430870401782505	1.03259547966351	0.618285510009143	1.82405904593566	0.552327277287838	-0.81107056397165	1.00155224814273	-3.45233968890222	0.00489457770809435	0.0657630440779857	-2.24459197051643
7573_1	-0.702233975697777	0.142413331002893	0.431304494065388	0.643315174379255	0.155143487786102	0.241989629447676	0.39983543156873	0.0999015610184976	-0.512330353467146	0.0588953151024264	0.805055268783461	0.50571786110095	0.769451812625841	0.189083935424205	3.43908132961382	0.00501478658827834	0.0668922426563642	-2.2684081791134
249	-0.754976151241109	0.185412996669114	-0.503454127882618	0.0212579453143068	-0.335023304503507	-0.0165040736469187	-0.648049154181564	0.273342831559108	-0.422560172853669	0.485029674187	-1.00222523933543	0.00841455979427772	0.605191655088659	-0.225777851343417	3.4294707479262	0.0051037978119768	0.0668922426563642	-2.28567396575043
2865	0.241171019508944	1.27248330501348	0.16995885238245	-0.738495531536591	0.529859626082112	0.387531612200721	0.406502324579012	0.00273795723355402	0.728841530458575	0.222188451995993	0.589542087183223	-0.645013288392437	-0.960214346248368	0.26394232889242	-3.4199801462197	0.00519327610729968	0.0668922426563642	-2.30272581564882
